MAG,info
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_367965	25.333	225	110	8	1	171	252399	251737	1.27e-05	41.6"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_367965	43.750	48	22	1	3	45	467774	467917	2.49e-05	40.8"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_367965	33.333	78	49	1	93	167	468242	468475	7.03e-04	36.6"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_367965	30.303	33	23	0	7	39	99070	98972	2.8	25.4"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_124808	26.699	206	108	6	1	163	12680	12063	2.93e-09	52.4"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_124808	43.243	37	21	0	8	44	73375	73265	0.002	35.0"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_124808	28.205	78	53	1	94	168	72955	72722	0.030	31.6"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_226627	23.474	213	121	5	1	171	43914	44552	3.27e-09	52.4"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_226627	37.500	32	20	0	7	38	36492	36587	0.94	26.9"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_182015	25.110	227	111	7	1	168	2325	1645	8.56e-09	51.2"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_182015	26.263	198	107	7	1	164	1386	808	9.27e-07	45.1"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_182015	40.816	49	25	1	1	45	8016	8162	0.005	33.9"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_182015	28.916	83	50	2	98	172	8427	8672	0.039	31.2"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_397517	52.083	48	19	1	1	44	54366	54509	1.17e-07	47.8"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_397517	47.222	36	17	1	14	47	53454	53561	0.003	34.7"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_397517	26.042	192	91	10	12	159	21154	21708	0.005	33.9"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_397517	28.571	70	47	1	89	155	53850	54059	0.058	30.8"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_537639	24.757	206	116	6	1	168	80114	79500	6.72e-07	45.4"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_537639	42.553	47	21	2	1	42	77339	77202	1.36e-04	38.5"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_537639	33.333	81	48	1	98	172	76940	76698	2.80e-04	37.7"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_537639	29.070	86	56	1	92	172	63032	62775	0.016	32.3"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_537639	52.941	17	8	0	26	42	83116	83166	6.9	24.3"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_324738	24.510	204	109	7	8	168	132523	133128	8.18e-06	42.4"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_324738	38.095	42	26	0	7	48	147245	147370	0.002	35.4"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_452523	22.162	185	107	6	3	150	134038	134592	2.63e-05	40.8"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_452523	36.364	33	21	0	6	38	72977	73075	1.5	26.6"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_213887	23.383	201	115	5	7	168	8005	8607	7.08e-05	39.7"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_215164	50.000	36	18	0	12	47	87591	87698	0.002	35.0"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_215164	55.556	18	8	0	25	42	131613	131666	8.4	24.3"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_417238	34.884	43	24	1	4	42	8529	8401	0.17	29.3"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_557263	41.463	41	21	2	6	45	1838	1722	0.26	28.5"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_611959	35.294	34	22	0	7	40	77651	77752	0.88	26.9"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_611959	31.250	32	22	0	7	38	75842	75937	1.2	26.6"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_433426	35.556	45	29	0	117	161	124941	125075	3.3	25.4"
SB_biofilm_MAG_1.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_42858	52.941	17	8	0	26	42	249	299	6.8	24.3"
SB_biofilm_MAG_1.fa+hits_sulfatase,"sulfatase	k141_367965	35.644	101	60	3	159	257	454903	455196	7.21e-08	50.1"
SB_biofilm_MAG_1.fa+hits_sulfatase,"sulfatase	k141_367965	24.242	198	105	7	1	153	454000	454593	6.07e-07	47.4"
SB_biofilm_MAG_1.fa+hits_sulfatase,"sulfatase	k141_324738	39.394	33	20	0	141	173	165954	165856	0.96	28.1"
SB_biofilm_MAG_1.fa+hits_sulfatase,"sulfatase	k141_393278	38.710	31	17	1	202	232	77096	77182	1.3	27.3"
SB_biofilm_MAG_1.fa+hits_sulfatase,"sulfatase	k141_433426	29.592	98	59	5	130	222	115583	115861	5.7	25.4"
SB_biofilm_MAG_1.fa+hits_sulfatase,"sulfatase	k141_384671	25.714	35	26	0	84	118	130630	130734	7.6	25.0"
SB_biofilm_MAG_1.fa+hits_sulfatase,"sulfatase	k141_401980	38.710	31	19	0	206	236	2531	2623	9.0	24.6"
SB_biofilm_MAG_1.fa+hits_sulfotransferase3,"sulfo_PF13469	k141_124808	27.907	129	68	4	2	119	196842	197186	0.003	34.7"
SB_biofilm_MAG_1.fa+hits_sulfotransferase3,"sulfo_PF13469	k141_124808	42.308	26	15	0	161	186	188071	188148	0.41	28.5"
SB_biofilm_MAG_1.fa+hits_sulfotransferase3,"sulfo_PF13469	k141_124808	47.826	23	12	0	161	183	192772	192840	2.4	25.8"
SB_biofilm_MAG_1.fa+hits_sulfotransferase3,"sulfo_PF13469	k141_107965	50.000	24	12	0	2	25	982	1053	0.75	27.3"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_192571	43.003	293	101	8	4	231	35782	36657	3.37e-58	196"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_75769	40.927	259	113	11	1	231	8837	8097	1.31e-35	131"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_386313	34.667	225	118	8	24	231	68170	67532	1.22e-21	90.9"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_51103	27.273	132	68	4	4	124	30002	29658	8.23e-07	47.0"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_51103	40.000	60	20	3	158	201	29315	29136	1.50e-04	40.0"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_140351	45.455	33	14	1	4	32	8470	8568	0.14	30.8"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_629756	41.667	24	14	0	16	39	90985	91056	3.9	26.2"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_124464	37.500	24	15	0	123	146	44367	44296	4.3	26.2"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_434013	35.135	37	24	0	54	90	4967	4857	4.8	23.9"
SB_biofilm_MAG_10.fa+hits_FGE,"FGE	k141_434013	19.298	57	42	1	117	173	4834	4676	4.8	19.2"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_124464	50.000	190	68	4	10	172	48294	47725	6.60e-49	166"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_311676	50.794	189	67	5	10	172	80313	79747	9.03e-43	149"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_434013	43.750	192	82	5	7	172	80104	79529	6.27e-34	124"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_434013	40.426	47	23	1	1	42	86875	87015	0.011	33.5"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_434013	50.000	20	10	0	25	44	22218	22159	1.7	26.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_117837	28.169	213	104	6	1	168	97472	96846	7.02e-16	72.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_117837	29.952	207	104	5	3	168	86385	85765	9.09e-16	71.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_117837	52.174	46	18	1	3	44	38589	38726	9.35e-07	45.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_117837	23.529	102	69	2	78	172	38976	39275	0.001	36.2"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_22324	27.885	208	101	4	10	168	12477	11854	7.73e-13	63.2"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_22324	26.797	153	81	4	1	122	2237	2695	9.34e-07	45.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_22324	28.221	163	86	4	11	142	3242	3730	5.36e-05	40.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_22324	27.473	91	52	2	92	168	13269	12997	1.94e-04	38.5"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_569885	27.143	210	115	5	1	172	7984	7355	1.21e-12	62.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_569885	28.000	200	97	7	11	168	21011	20427	1.86e-11	59.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_108759	28.358	201	105	5	11	172	77886	78488	1.27e-12	62.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_108759	35.135	37	24	0	12	48	73348	73458	0.093	30.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_108759	48.276	29	15	0	15	43	54483	54397	0.67	28.1"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_108759	68.421	19	6	0	25	43	3916	3860	1.4	26.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_313731	27.536	207	109	5	5	171	7996	8613	1.39e-11	59.7"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_313731	24.519	208	115	6	1	166	42051	42674	2.28e-06	44.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_313731	52.174	23	11	0	21	43	20639	20571	7.2	24.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_111253	30.481	187	96	5	11	163	41957	41397	1.61e-11	59.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_111253	23.832	214	116	6	1	168	68906	68268	1.47e-06	45.1"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_440158	27.692	195	104	7	11	168	55007	55591	8.87e-11	57.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_182099	25.118	211	116	5	1	169	10965	11597	9.69e-11	57.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_24155	25.888	197	112	5	1	163	72211	72801	8.41e-10	54.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_629756	23.585	212	109	3	9	168	107402	106770	1.49e-09	53.5"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_629756	58.333	48	16	1	1	44	152230	152373	1.49e-09	53.5"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_629756	24.519	208	117	6	1	168	63517	64140	2.56e-09	53.1"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_629756	29.545	176	98	6	19	170	153265	153786	2.96e-07	47.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_629756	24.272	206	108	4	11	168	106547	105930	6.01e-07	46.2"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_629756	31.579	76	49	1	94	166	152698	152925	2.77e-04	38.1"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_81607	25.490	204	108	7	7	168	57114	56509	2.05e-09	53.1"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_81607	33.333	84	49	1	92	168	3849	3598	7.37e-07	45.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_81607	41.667	48	24	1	1	44	4269	4126	1.72e-04	38.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_81607	32.432	74	44	1	96	163	2948	2727	0.002	35.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_81607	48.387	31	16	0	12	42	3323	3231	0.39	28.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_311223	31.156	199	96	8	10	168	69029	69622	4.10e-09	52.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_90536	28.095	210	101	8	1	160	42124	41495	5.36e-09	52.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_90536	31.373	51	27	1	1	43	91398	91246	0.009	33.5"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_94818	25.789	190	94	6	23	168	16000	16560	1.84e-08	50.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_94818	46.809	47	21	1	1	43	112718	112858	1.24e-05	42.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_94818	30.556	72	33	4	68	134	133033	132854	3.4	25.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_192571	23.333	210	118	6	1	168	4742	5368	2.63e-08	50.1"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_411850	46.939	49	22	1	1	45	97584	97730	5.21e-08	49.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_411850	29.000	200	105	7	1	166	98532	99122	1.57e-07	47.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_411850	44.444	54	24	2	1	48	8823	8984	4.25e-06	43.5"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_411850	39.583	48	23	1	1	42	28382	28525	4.09e-05	40.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_411850	38.776	49	24	1	1	43	84192	84046	4.33e-05	40.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_495835	24.883	213	107	6	1	160	40476	41114	6.06e-08	48.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_495835	47.619	21	11	0	20	40	136050	136112	1.2	27.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_65425	26.147	218	110	7	1	168	14272	13622	2.67e-07	47.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_434019	23.364	214	117	7	1	168	87442	88080	2.75e-07	47.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_44689	25.446	224	113	5	1	172	144421	145086	3.86e-07	46.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_44689	47.368	38	20	0	8	45	145335	145448	5.95e-05	40.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_44689	24.713	174	104	5	7	153	65166	64645	6.86e-04	37.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_546304	24.479	192	109	5	11	166	41461	40886	5.36e-07	46.2"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_546304	40.000	35	20	1	12	46	77761	77862	5.3	25.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_324176	25.980	204	103	7	9	168	1747	1148	1.92e-06	44.7"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_324176	38.776	49	26	1	1	45	7749	7895	0.002	35.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_470751	46.939	49	22	1	1	45	14188	14334	3.22e-06	43.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_51103	28.241	216	106	9	1	168	5064	5708	3.31e-06	43.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_395914	30.108	186	98	5	12	166	146205	146759	5.32e-06	43.1"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_395914	28.774	212	96	8	8	168	187795	187172	3.07e-05	41.2"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_395914	22.936	218	116	7	1	168	130116	130763	1.53e-04	38.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_81037	44.898	49	23	1	1	45	9625	9479	1.61e-05	42.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_81037	43.333	30	17	0	93	122	9241	9152	0.99	27.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_420962	44.898	49	22	1	1	44	1025	879	1.96e-05	41.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_420962	32.000	50	25	1	106	155	3952	3830	2.9	25.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_386313	42.857	49	24	1	1	45	54556	54410	2.45e-05	41.2"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_386313	27.907	86	47	2	98	172	54118	53873	0.010	33.5"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_562106	23.645	203	113	5	7	168	33281	33886	2.76e-05	41.2"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_218073	25.490	204	109	6	12	172	42452	43063	3.03e-05	41.2"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_612887	31.111	90	47	2	98	172	34285	34554	4.52e-05	40.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_236481	46.512	43	23	0	5	47	34081	34209	7.63e-05	39.7"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_236481	40.625	32	19	0	7	38	11654	11749	0.028	32.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_236481	38.095	42	25	1	1	42	13616	13738	0.35	28.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_402925	25.389	193	99	6	11	158	47781	47203	1.48e-04	38.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_373488	26.636	214	105	8	1	165	13953	14585	1.84e-04	38.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_373488	46.154	26	14	0	12	37	23332	23409	1.8	26.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_57968	33.735	83	47	2	93	168	23423	23178	5.35e-04	37.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_57968	52.000	25	12	0	12	36	23726	23652	2.1	26.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_367547	22.727	198	112	6	10	166	12413	11820	5.97e-04	37.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_367547	36.170	47	25	1	1	42	63125	62985	0.002	35.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_453837	45.946	37	19	1	11	46	40832	40722	7.81e-04	37.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_453837	51.515	33	16	0	11	43	39764	39666	0.003	35.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_282143	22.222	207	118	5	3	166	43593	42973	0.001	36.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_282143	44.000	25	14	0	24	48	22590	22664	6.4	25.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_14166	39.130	46	24	1	1	42	20783	20920	0.002	35.8"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_14166	30.233	86	54	2	88	167	20402	20659	0.034	32.0"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_14166	47.059	34	18	0	11	44	20039	20140	0.040	31.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_552448	38.462	39	24	0	7	45	3627	3511	0.005	34.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_158552	47.059	34	18	0	12	45	8567	8466	0.022	32.3"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_75399	25.243	206	108	9	11	172	52534	53145	0.039	31.6"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_432152	42.424	33	19	0	12	44	8126	8224	0.11	30.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_86852	37.931	29	18	0	16	44	67356	67270	0.88	27.7"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_86852	45.833	24	13	0	25	48	67848	67777	1.5	26.9"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_291400	62.500	16	6	0	27	42	29002	28955	4.7	25.4"
SB_biofilm_MAG_10.fa+hits_poly_ex,"polysaccharide_export_cd00267	k141_17057	37.037	27	17	0	76	102	15970	16050	5.8	25.0"
SB_biofilm_MAG_10.fa+hits_sulfatase,"sulfatase	k141_221753	29.474	190	83	7	117	258	37767	37207	1.67e-11	61.6"
