genome_id	phylum	class	order	completeness
SB_biofilm_MAG_51-MAP.txt	Proteobacteria	Alphaproteobacteria	Micavibrionales	91.25
SB_biofilm_MAG_52-MAP.txt	Verrucomicrobiota	Verrucomicrobiae	Opitutales	90.39
SB_biofilm_MAG_53-MAP.txt	Planctomycetota	UBA1135	UBA1135	90.32
SB_biofilm_MAG_54-MAP.txt	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	90.24
SB_biofilm_MAG_55-MAP.txt	Bacteroidota	Bacteroidia	Chitinophagales	90.02
SB_biofilm_MAG_56-MAP.txt	Bacteroidota	Bacteroidia	Cytophagales	89.68
SB_biofilm_MAG_57-MAP.txt	Proteobacteria	Alphaproteobacteria	Parvibaculales	89.07
SB_biofilm_MAG_58-MAP.txt	Proteobacteria	Alphaproteobacteria	Rhodobacterales	88.38
SB_biofilm_MAG_59-MAP.txt	Myxococcota	UBA796	UBA796	87.99
SB_biofilm_MAG_6-MAP.txt	Bacteroidota	Bacteroidia	Cytophagales	99.55
SB_biofilm_MAG_60-MAP.txt	Planctomycetota	Planctomycetes	Pirellulales	87.96
SB_biofilm_MAG_61-MAP.txt	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	87.75
SB_biofilm_MAG_62-MAP.txt	Bacteroidota	Bacteroidia	Chitinophagales	87.54
SB_biofilm_MAG_63-MAP.txt	Proteobacteria	Alphaproteobacteria		82.92
SB_biofilm_MAG_64-MAP.txt	Proteobacteria	Alphaproteobacteria	Rhodobacterales	82.86
SB_biofilm_MAG_65-MAP.txt	Proteobacteria	Gammaproteobacteria	Pseudomonadales	81.03
SB_biofilm_MAG_66-MAP.txt	Planctomycetota	Phycisphaerae	Phycisphaerales	80.61
SB_biofilm_MAG_67-MAP.txt	Proteobacteria	Alphaproteobacteria	Kiloniellales	79.96
SB_biofilm_MAG_68-MAP.txt	Proteobacteria	Gammaproteobacteria	Pseudomonadales	77.93
SB_biofilm_MAG_69-MAP.txt	Bacteroidota	Bacteroidia	Cytophagales	77.56
SB_biofilm_MAG_7-MAP.txt	Planctomycetota	Phycisphaerae	Phycisphaerales	98.86
SB_biofilm_MAG_70-MAP.txt	Proteobacteria	Alphaproteobacteria		75.64
SB_biofilm_MAG_71-MAP.txt	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	72.03
SB_biofilm_MAG_72-MAP.txt	Proteobacteria	Gammaproteobacteria	Pseudomonadales	71.9
SB_biofilm_MAG_73-MAP.txt	Chloroflexota	Anaerolineae	SBR1031	71.84
SB_biofilm_MAG_74-MAP.txt	Proteobacteria	Alphaproteobacteria	Rhodobacterales	67.74
SB_biofilm_MAG_75-MAP.txt	Proteobacteria	Alphaproteobacteria	Caulobacterales	67.05
SB_biofilm_MAG_76-MAP.txt	Planctomycetota	Phycisphaerae	Phycisphaerales	65.55
SB_biofilm_MAG_77-MAP.txt	Proteobacteria	Alphaproteobacteria	Rhizobiales	65.33
SB_biofilm_MAG_79-MAP.txt	Proteobacteria	Alphaproteobacteria	Micavibrionales	64.15
SB_biofilm_MAG_8-MAP.txt	Verrucomicrobiota	Verrucomicrobiae		98.65
SB_biofilm_MAG_80-MAP.txt	Proteobacteria	Alphaproteobacteria	Micavibrionales	56.55
SB_biofilm_MAG_81-MAP.txt	Bacteroidota	Bacteroidia	Cytophagales	53.92
SB_biofilm_MAG_82-MAP.txt	Planctomycetota	Phycisphaerae	Phycisphaerales	51.75
SB_biofilm_MAG_83-MAP.txt	Bacteroidota	Bacteroidia	Cytophagales	51.13
SB_biofilm_MAG_84-MAP.txt	Bacteroidota			50.26
SB_biofilm_MAG_9-MAP.txt	Verrucomicrobiota	Verrucomicrobiae	Opitutales	98.65
